an,ap,ar,as,br,ch,ct,date,dateymd,dd,dl,dn,ga,gj,hp,hr,jh,jk,ka,kl,la,ld,mh,ml,mn,mp,mz,nl,or,pb,py,rj,sk,status,tg,tn,tr,tt,un,up,ut,wb
0,2,0,0,3,0,3,03-Apr-20,2020-04-03,0,8,0,0,10,2,27,0,3,11,42,3,0,50,0,0,126,0,0,2,1,0,3,0,Recovered,32,6,0,230,0,17,2,3
0,2,0,0,3,3,3,04-Apr-20,2020-04-04,0,16,0,0,13,2,28,0,3,11,50,3,0,52,0,0,132,0,0,2,3,0,25,0,Recovered,33,8,0,286,0,21,2,3
0,5,0,0,3,5,8,05-Apr-20,2020-04-05,0,16,0,0,21,2,28,0,4,12,56,3,0,56,0,0,138,0,0,2,4,0,25,0,Recovered,33,8,0,329,0,21,4,10
0,5,0,0,9,5,8,06-Apr-20,2020-04-06,0,16,0,0,22,2,28,0,4,20,59,10,0,70,0,1,144,0,0,2,4,0,25,0,Recovered,45,13,0,394,0,21,4,10
0,5,0,0,15,7,9,07-Apr-20,2020-04-07,0,20,0,0,25,3,30,0,4,25,71,10,0,79,0,1,150,0,0,2,14,1,25,0,Recovered,45,19,0,469,0,21,4,13
0,6,0,0,15,7,9,08-Apr-20,2020-04-08,0,21,0,0,25,3,31,0,6,28,84,10,0,117,0,1,156,0,0,2,14,1,45,0,Recovered,45,21,0,565,0,31,5,13
10,10,0,0,15,7,9,09-Apr-20,2020-04-09,0,25,0,0,26,3,31,0,6,30,97,10,0,125,0,1,162,0,0,2,18,1,60,0,Recovered,45,27,0,635,0,31,5,16
10,10,0,0,15,7,9,10-Apr-20,2020-04-10,0,27,0,1,33,3,35,0,6,34,124,11,0,188,0,1,168,0,0,12,20,1,60,0,Recovered,45,44,0,786,0,32,5,16
10,10,0,0,15,7,9,11-Apr-20,2020-04-11,0,27,0,5,44,9,35,0,6,39,143,11,0,208,0,1,174,0,0,12,20,1,116,0,Recovered,96,44,0,972,0,45,5,16
10,12,0,0,26,7,10,12-Apr-20,2020-04-12,0,28,0,5,44,13,43,0,6,54,179,11,0,217,0,1,180,0,0,12,23,1,121,0,Recovered,103,50,0,1086,0,45,5,19
10,12,0,0,28,7,10,13-Apr-20,2020-04-13,0,31,0,5,54,13,50,0,16,60,198,12,0,229,0,1,186,0,0,18,25,1,121,0,Recovered,103,58,0,1198,0,49,7,29
10,16,0,0,29,7,13,14-Apr-20,2020-04-14,0,31,0,5,59,14,54,0,30,71,211,12,0,259,0,1,192,0,0,18,27,1,147,0,Recovered,110,81,0,1365,0,50,9,36
10,20,1,2,29,9,17,15-Apr-20,2020-04-15,0,41,0,6,64,14,56,0,36,80,218,12,0,295,0,1,198,0,0,19,27,1,147,0,Recovered,118,118,1,1509,0,57,9,37
11,20,1,5,37,9,23,16-Apr-20,2020-04-16,0,52,0,6,73,17,64,0,38,82,245,14,0,300,0,1,204,0,0,19,29,1,164,0,Recovered,186,180,1,1767,0,68,9,42
11,35,1,9,37,9,24,17-Apr-20,2020-04-17,0,72,0,6,86,17,85,0,42,88,255,14,0,331,0,1,210,0,0,21,30,1,183,0,Recovered,186,283,1,2040,0,82,9,51
11,42,1,12,42,9,25,18-Apr-20,2020-04-18,0,207,0,6,93,17,99,0,51,104,257,14,0,365,0,1,216,0,0,24,31,4,200,0,Recovered,186,365,1,2466,0,108,9,55
11,65,1,17,42,13,25,19-Apr-20,2020-04-19,0,290,0,7,105,17,103,0,56,111,270,14,0,507,0,1,222,0,0,24,37,4,205,0,Recovered,186,411,1,2854,0,127,11,62
11,92,1,19,42,14,25,20-Apr-20,2020-04-20,0,431,0,7,131,17,140,4,71,112,291,14,0,572,0,2,228,0,0,24,38,4,205,0,Recovered,186,457,1,3273,0,140,18,66
11,96,1,19,42,14,25,21-Apr-20,2020-04-21,0,611,0,7,139,17,146,4,81,129,307,14,0,722,0,2,234,0,0,30,49,4,274,0,Recovered,194,635,1,3976,0,162,19,73
11,120,1,19,42,14,28,22-Apr-20,2020-04-22,0,724,0,7,179,17,157,4,92,131,308,14,0,789,0,2,240,0,0,32,53,4,344,0,Recovered,194,662,1,4370,0,173,23,73
