date,new_daily_cases,new_daily_deaths,total_cases,total_recoveries,total_deaths,country,code
2020-03-17,23,1,142,14,3,India,IN
2020-03-18,14,0,156,14,3,India,IN
2020-03-19,38,1,194,15,4,India,IN
2020-03-20,50,1,244,20,5,India,IN
2020-03-21,86,-1,330,23,4,India,IN
2020-03-22,66,3,396,27,7,India,IN
2020-03-23,103,3,499,27,10,India,IN
2020-03-24,37,0,536,40,10,India,IN
2020-03-25,121,2,657,43,12,India,IN
2020-03-26,70,8,727,45,20,India,IN
2020-03-27,160,0,887,73,20,India,IN
2020-03-28,100,4,987,84,24,India,IN
2020-03-29,37,3,1024,95,27,India,IN
2020-03-30,227,5,1251,102,32,India,IN
2020-03-31,146,3,1397,123,35,India,IN
2020-04-01,601,23,1998,148,58,India,IN
2020-04-02,569,14,2567,24,72,India,IN
2020-04-03,0,0,2567,24,72,India,IN
2020-04-04,515,14,3082,24,86,India,IN
2020-04-05,506,13,3588,24,99,India,IN
2020-04-06,1190,37,4778,24,136,India,IN
2020-04-07,533,14,5311,24,150,India,IN
2020-04-08,605,28,5916,24,178,India,IN
2020-04-09,809,48,6725,24,226,India,IN
2020-04-10,873,20,7598,24,246,India,IN
2020-04-11,848,42,8446,24,288,India,IN
2020-04-12,759,43,9205,24,331,India,IN
2020-04-13,1248,27,10453,24,358,India,IN
2020-04-14,1034,35,11487,24,393,India,IN
2020-04-15,835,12,12322,24,405,India,IN
2020-04-16,437,18,12759,24,423,India,IN
2020-04-17,1593,63,14352,24,486,India,IN
2020-04-18,1370,35,15722,24,521,India,IN
2020-04-19,1893,38,17615,24,559,India,IN
2020-04-20,924,33,18539,24,592,India,IN
2020-04-21,1541,53,20080,24,645,India,IN
2020-04-22,1290,36,21370,24,681,India,IN
2020-04-23,1669,40,23039,24,721,India,IN
2020-04-24,1408,59,24447,24,780,India,IN
2020-04-25,1836,45,26283,24,825,India,IN
2020-04-26,1607,57,27890,24,882,India,IN
2020-04-27,1561,57,29451,24,939,India,IN
2020-04-28,1909,69,31360,24,1008,India,IN
2020-04-29,1702,71,33062,24,1079,India,IN
2020-04-30,1800,75,34862,24,1154,India,IN
2020-05-01,2395,69,37257,24,1223,India,IN
2020-05-02,2442,100,39699,24,1323,India,IN
2020-05-03,2806,68,42505,24,1391,India,IN
2020-05-04,3932,175,46437,24,1566,India,IN
2020-05-05,2963,127,49400,24,1693,India,IN
2020-05-06,3587,92,52987,24,1785,India,IN
2020-05-07,3364,104,56351,24,1889,India,IN
2020-05-08,3342,96,59693,24,1985,India,IN
2020-05-09,3115,116,62808,24,2101,India,IN
2020-05-10,4353,111,67161,24,2212,India,IN
2020-05-11,3607,82,70768,24,2294,India,IN
2020-05-12,3475,121,74243,24,2415,India,IN
2020-05-13,3812,136,78055,24,2551,India,IN
2020-05-14,3942,98,81997,24,2649,India,IN
2020-05-15,3787,104,85784,24,2753,India,IN
2020-05-16,4864,118,90648,24,2871,India,IN
2020-05-17,5050,154,95698,24,3025,India,IN
2020-05-18,4642,131,100340,24,3156,India,IN
2020-05-19,6135,146,106475,24,3302,India,IN
2020-05-20,5553,132,112028,24,3434,India,IN
2020-05-21,6198,150,118226,24,3584,India,IN
2020-05-22,6568,142,124794,24,3726,India,IN
2020-05-23,6629,142,131423,24,3868,India,IN
2020-05-24,7113,156,138536,24,4024,India,IN
2020-05-25,6405,148,144941,24,4172,India,IN
2020-05-26,5852,177,150793,24,4349,India,IN
2020-05-27,7293,185,158086,24,4534,India,IN
2020-05-28,7300,177,165386,24,4711,India,IN
2020-05-29,8105,269,173491,24,4980,India,IN
2020-05-30,8336,205,181827,24,5185,India,IN
2020-05-31,8782,223,190609,24,5408,India,IN
2020-06-01,7761,200,198370,24,5608,India,IN
2020-06-02,8813,221,207183,24,5829,India,IN
2020-06-03,9641,259,216824,24,6088,India,IN
2020-06-04,9889,275,226713,24,6363,India,IN
2020-06-05,9471,286,236184,24,6649,India,IN
2020-06-06,10438,297,246622,24,6946,India,IN
2020-06-07,10884,261,257506,24,7207,India,IN
2020-06-08,8422,266,265928,24,7473,India,IN
2020-06-09,10218,277,276146,24,7750,India,IN
2020-06-10,437,-5,276583,135206,7745,India,IN
2020-06-11,10022,357,286605,135208,8102,India,IN
2020-06-12,10930,396,297535,135206,8498,India,IN
2020-06-13,11458,386,308993,135206,8884,India,IN
2020-06-14,11929,311,320922,135206,9195,India,IN
2020-06-15,11502,325,332424,135206,9520,India,IN
2020-06-16,10667,380,343091,135206,9900,India,IN
2020-06-17,10974,2003,354065,135206,11903,India,IN
2020-06-18,12881,334,366946,135206,12237,India,IN
2020-06-19,13586,336,380532,135206,12573,India,IN
2020-06-20,14516,375,395048,135206,12948,India,IN
2020-06-21,15413,306,410461,135206,13254,India,IN
2020-06-22,14821,445,425282,135206,13699,India,IN
2020-06-23,14933,312,440215,135206,14011,India,IN
2020-06-24,15968,465,456183,135206,14476,India,IN
2020-06-25,16922,418,473105,135206,14894,India,IN
2020-06-26,17296,407,490401,135206,15301,India,IN
2020-06-27,18552,384,508953,135206,15685,India,IN
2020-06-28,19906,410,528859,135206,16095,India,IN
2020-06-29,19459,380,548318,135206,16475,India,IN
2020-06-30,18522,418,566840,135206,16893,India,IN
2020-07-01,18641,507,585481,135206,17400,India,IN
2020-07-02,19160,434,604641,135206,17834,India,IN
2020-07-03,20903,379,625544,135206,18213,India,IN
2020-07-04,22771,442,648315,135206,18655,India,IN
2020-07-05,24850,613,673165,135206,19268,India,IN
2020-07-06,24248,425,697413,135206,19693,India,IN
2020-07-07,22251,466,719664,439934,20159,India,IN
2020-07-08,22753,483,742417,439934,20642,India,IN
2020-07-09,24879,487,767296,439934,21129,India,IN
2020-07-10,26506,475,793802,439934,21604,India,IN
2020-07-11,27114,519,820916,439934,22123,India,IN
2020-07-12,28637,551,849553,439934,22674,India,IN
2020-07-13,28701,500,878254,439934,23174,India,IN
2020-07-14,28498,553,906752,439934,23727,India,IN
2020-07-15,29429,582,936181,439934,24309,India,IN
2020-07-16,32695,606,968876,439934,24915,India,IN
2020-07-17,34956,687,1003832,439934,25602,India,IN
2020-07-18,34884,671,1038716,439934,26273,India,IN
2020-07-19,39065,543,1077781,439934,26816,India,IN
2020-07-20,40425,681,1118206,439934,27497,India,IN
2020-07-21,37148,587,1155354,439934,28084,India,IN
2020-07-22,37724,648,1193078,439934,28732,India,IN
2020-07-23,45720,1129,1238798,439934,29861,India,IN
2020-07-24,49310,740,1288108,439934,30601,India,IN
2020-07-25,48916,757,1337024,439934,31358,India,IN
2020-07-26,48661,705,1385685,439934,32063,India,IN
2020-07-27,49768,708,1435453,439934,32771,India,IN
2020-07-28,47703,654,1483156,439934,33425,India,IN
2020-07-29,48513,768,1531669,439934,34193,India,IN
2020-07-30,50359,763,1582028,439934,34956,India,IN
2020-07-31,56799,789,1638827,439934,35745,India,IN
